frame,ballX,ballY,speedX,speedY,accelX,accelY
95,0.0,12.292363368055533,0.0,15.527195833333316,0,9.80665
96,0.0,12.552511999999977,0.0,15.690639999999982,0,9.80665
97,0.0,12.815384701388865,0.0,15.854084166666649,0,9.80665
98,0.0,13.080981472222197,0.0,16.017528333333317,0,9.80665
99,0.0,13.349302312499974,0.0,16.180972499999985,0,9.80665
100,0.0,13.620347222222195,0.0,16.344416666666653,0,9.80665
101,0.0,13.894116201388861,0.0,16.50786083333332,0,9.80665
102,0.0,14.170609249999972,0.0,16.67130499999999,0,9.80665
103,0.0,14.449826368055527,0.0,16.834749166666658,0,9.80665
104,0.0,14.731767555555527,0.0,16.998193333333326,0,9.80665
105,0.0,15.016432812499971,0.0,17.161637499999994,0,9.80665
106,0.0,15.30382213888886,0.0,17.325081666666662,0,9.80665
107,0.0,15.593935534722192,0.0,17.48852583333333,0,9.80665
108,0.0,15.88677299999997,0.0,17.65197,0,9.80665
109,0.0,16.182334534722195,0.0,17.815414166666667,0,9.80665
110,0.0,16.480620138888863,0.0,17.978858333333335,0,9.80665
111,0.0,16.781629812499975,0.0,18.142302500000003,0,9.80665
112,0.0,17.08536355555553,0.0,18.30574666666667,0,9.80665
113,0.0,17.391821368055535,0.0,18.46919083333334,0,9.80665
114,0.0,17.70100324999998,0.0,18.632635000000008,0,9.80665
115,0.0,18.012909201388872,0.0,18.796079166666676,0,9.80665
116,0.0,18.327539222222207,0.0,18.959523333333344,0,9.80665
117,0.0,18.644893312499985,0.0,19.122967500000012,0,9.80665
118,0.0,18.96497147222221,0.0,19.28641166666668,0,9.80665
119,0.0,19.28777370138888,0.0,19.44985583333335,0,9.80665
